study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	instrument_model	library_source	library_selection	first_public	study_alias	fastq_md5	fastq_ftp	submitted_ftp	sample_title
PRJEB3365	SAMEA1573448	ERS185177	ERX162333	ERR187736	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	66bd5fd032403852dd1ac8cc22680e4a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187736/ERR187736.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00266.6.MI_120217_1_1.fastq.gz	HG00266
PRJEB3365	SAMEA1573476	ERS185462	ERX162618	ERR187737	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	0893c0801bdf532ce8e8ad9b1596065c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187737/ERR187737.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19248.5.MI_120327_1_1.fastq.gz	NA19248
PRJEB3365	SAMEA1573452	ERS185395	ERX162551	ERR187738	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d917d5f2c62b692777944cde65c2082a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187738/ERR187738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00109.3.MI_120120_3_1.fastq.gz	HG00109
PRJEB3365	SAMEA1573212	ERS185219	ERX162375	ERR187739	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	36a88e4e598fd11ec8e2296d7da8752b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187739/ERR187739.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20510.3.MI_120120_5_1.fastq.gz	NA20510
PRJEB3365	SAMEA1573261	ERS185209	ERX162365	ERR187740	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	7e9be24d6bc6b62dba529554372f1eb7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187740/ERR187740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00185.1.MI_120104_1_1.fastq.gz	HG00185
PRJEB3365	SAMEA1573262	ERS185041	ERX162197	ERR187741	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	cf36ae8698d55dc26e05e174311adb69	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187741/ERR187741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20517.3.MI_120120_4_1.fastq.gz	NA20517
PRJEB3365	SAMEA1573473	ERS185394	ERX162550	ERR187742	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	2d6a6d12d03eb6b384d1c0d6be92752e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187742/ERR187742.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00271.2.MI_120126_1_1.fastq.gz	HG00271
PRJEB3365	SAMEA1573238	ERS185044	ERX162200	ERR187743	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	95e3ea251a46fcbe321b349291d5f71e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187743/ERR187743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18499.1.MI_120104_4_1.fastq.gz	NA18499
PRJEB3365	SAMEA1573352	ERS185318	ERX162474	ERR187744	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	fb2bfaa3cef4285cfe53b0c9ead025d9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187744/ERR187744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20542.7.MI_120224_2_1.fastq.gz	NA20542
PRJEB3365	SAMEA1573466	ERS185364	ERX162520	ERR187745	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	8ccf627d7a9328b12d4f2a6c7088feae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187745/ERR187745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00245.4.MI_120524_1_1.fastq.gz	HG00245
PRJEB3365	SAMEA1573419	ERS185271	ERX162427	ERR187746	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	40ed7f83d32e497b1cd1adb6b8933ac3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187746/ERR187746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00264.6.MI_120217_2_1.fastq.gz	HG00264
PRJEB3365	SAMEA1573426	ERS185457	ERX162613	ERR187747	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	debbe70f631fe2403239296e16557d8c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187747/ERR187747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19149.1.MI_120104_2_1.fastq.gz	NA19149
PRJEB3365	SAMEA1573111	ERS185081	ERX162237	ERR187748	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	7e81d8c61146fafb1d06c5c5f43daf05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187748/ERR187748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20532.3.MI_120120_5_1.fastq.gz	NA20532
PRJEB3365	SAMEA1573424	ERS185272	ERX162428	ERR187749	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	920ed6eea234fe74c6aaea0ee613398b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187749/ERR187749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00105.3.MI_120120_2_1.fastq.gz	HG00105
PRJEB3365	SAMEA1573469	ERS185404	ERX162560	ERR187750	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e4e5e37e825d8a4fb41ac4fc8068c236	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187750/ERR187750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00341.2.MI_120126_8_1.fastq.gz	HG00341
PRJEB3365	SAMEA1573116	ERS185090	ERX162246	ERR187751	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	3b9c383c4cea8bf8ab9701366b6f9eb5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187751/ERR187751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00158.1.MI_120104_2_1.fastq.gz	HG00158
PRJEB3365	SAMEA1573343	ERS185317	ERX162473	ERR187752	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	85b0757319ebb06badd08074e17d68db	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187752/ERR187752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20785.4.MI_120524_3_1.fastq.gz	NA20785
PRJEB3365	SAMEA1573147	ERS185173	ERX162329	ERR187753	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	dfc5f7a223e3f87bbd2c21ad210ad66e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187753/ERR187753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00181.4.MI_120524_1_1.fastq.gz	HG00181
PRJEB3365	SAMEA1573275	ERS185430	ERX162586	ERR187754	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	c34d3d2776f8618e28b06b067baca428	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187754/ERR187754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12282.3.MI_120120_5_1.fastq.gz	NA12282
PRJEB3365	SAMEA1573412	ERS185456	ERX162612	ERR187755	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	fc974821a0f44300f59f0b9673643eda	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187755/ERR187755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00262.2.MI_120126_4_1.fastq.gz	HG00262
PRJEB3365	SAMEA1573267	ERS185114	ERX162270	ERR187756	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	898b09aca44217aaf5ba2c2e8d5b4731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187756/ERR187756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00247.3.MI_120120_4_1.fastq.gz	HG00247
PRJEB3365	SAMEA1573335	ERS185455	ERX162611	ERR187757	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9eca4eacc0add2776e80036f7b6b8619	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187757/ERR187757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20773.6.MI_120217_2_1.fastq.gz	NA20773
PRJEB3365	SAMEA1573258	ERS185384	ERX162540	ERR187758	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	3a51db1da7a549ca9e88ef79c8748d5e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187758/ERR187758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00259.5.MI_120327_3_1.fastq.gz	HG00259
PRJEB3365	SAMEA1573482	ERS185153	ERX162309	ERR187759	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	368e604423c6376982aa9cc175940015	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187759/ERR187759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA06984.1.MI_120104_3_1.fastq.gz	NA06984
PRJEB3365	SAMEA1573480	ERS185074	ERX162230	ERR187760	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	df7db679cf82e99446044eabb10a10e7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187760/ERR187760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00108.7.MI_120224_2_1.fastq.gz	HG00108
PRJEB3365	SAMEA1573349	ERS185151	ERX162307	ERR187761	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e609167685eae9f63491f6ca15305621	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187761/ERR187761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00260.5.MI_120327_7_1.fastq.gz	HG00260
PRJEB3365	SAMEA1573246	ERS185434	ERX162590	ERR187762	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	cbc95cc2d7fb3d4a438cb046370e54eb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187762/ERR187762.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19141.6.MI_120217_1_1.fastq.gz	NA19141
PRJEB3365	SAMEA1573237	ERS185137	ERX162293	ERR187763	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e02f2d6c59996859b210c7e5cae7606c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187763/ERR187763.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20528.2.MI_120126_6_1.fastq.gz	NA20528
PRJEB3365	SAMEA1573364	ERS185228	ERX162384	ERR187764	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	38e5909af1bc640add06054e353245d8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187764/ERR187764.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19201.1.MI_120104_4_1.fastq.gz	NA19201
PRJEB3365	SAMEA1573189	ERS185023	ERX162179	ERR187765	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	8c0ef5969cba19d74d73ad9b6c4a4ec4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187765/ERR187765.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20760.3.MI_120120_2_1.fastq.gz	NA20760
PRJEB3365	SAMEA1573362	ERS185442	ERX162598	ERR187766	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f54d3ac4411edf9cdef6f82a62ea859f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187766/ERR187766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20530.2.MI_120126_3_1.fastq.gz	NA20530
PRJEB3365	SAMEA1573481	ERS185022	ERX162178	ERR187767	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	29fa3eba0eacecd30c605bfb0ff9407d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187767/ERR187767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20535.3.MI_120120_3_1.fastq.gz	NA20535
PRJEB3365	SAMEA1573114	ERS185386	ERX162542	ERR187768	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	68c84657b36e2ae5fbff9b7896a52185	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187768/ERR187768.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12043.2.MI_120126_4_1.fastq.gz	NA12043
PRJEB3365	SAMEA1573353	ERS185415	ERX162571	ERR187769	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	45a37b9dffecb1a22a0abf2201b8c06c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187769/ERR187769.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19235.1.MI_120104_3_1.fastq.gz	NA19235
PRJEB3365	SAMEA1573152	ERS185337	ERX162493	ERR187770	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	33b225c7829258ef85082e22a467bff1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187770/ERR187770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00242.3.MI_120120_4_1.fastq.gz	HG00242
PRJEB3365	SAMEA1573418	ERS185087	ERX162243	ERR187771	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	2573e1a78bb4f45bb911ff4448ef3926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187771/ERR187771.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19147.2.MI_120126_8_1.fastq.gz	NA19147
PRJEB3365	SAMEA1573396	ERS185190	ERX162346	ERR187772	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	deb580fcfedfef2a3603d9bef10a14aa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187772/ERR187772.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20759.4.MI_120208_5_1.fastq.gz	NA20759
PRJEB3365	SAMEA1573170	ERS185354	ERX162510	ERR187773	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	ea26a907a0dee325b73222c95522bcfc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187773/ERR187773.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12872.2.MI_120126_6_1.fastq.gz	NA12872
PRJEB3365	SAMEA1573488	ERS185310	ERX162466	ERR187774	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9a4b9583be2baccf029ca5165eebf494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187774/ERR187774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19153.1.MI_120104_2_1.fastq.gz	NA19153
PRJEB3365	SAMEA1573474	ERS185379	ERX162535	ERR187775	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	8b4d45cf8985620b6281133483f92e0e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187775/ERR187775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00239.7.MI_120224_2_1.fastq.gz	HG00239
PRJEB3365	SAMEA1573290	ERS185410	ERX162566	ERR187776	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9d449dd08e194f748d60aa9f0cb5dfb8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187776/ERR187776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00249.3.MI_120120_2_1.fastq.gz	HG00249
PRJEB3365	SAMEA1573415	ERS185400	ERX162556	ERR187777	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	051b7f264d1af7724e272c8e282b3d3d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187777/ERR187777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19223.7.MI_120224_3_1.fastq.gz	NA19223
PRJEB3365	SAMEA1573205	ERS185117	ERX162273	ERR187778	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b3a4ba34b38862c1bf7371b08538524d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187778/ERR187778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12873.7.MI_120224_2_1.fastq.gz	NA12873
PRJEB3365	SAMEA1573172	ERS185086	ERX162242	ERR187779	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d08918aad829ebff8a3f63cadd61bf00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187779/ERR187779.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00100.2.MI_120126_4_1.fastq.gz	HG00100
PRJEB3365	SAMEA1573296	ERS185096	ERX162252	ERR187780	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	fdcbfb4f45d55c1130c75ef009b7e84f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187780/ERR187780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11992.6.MI_120217_2_1.fastq.gz	NA11992
PRJEB3365	SAMEA1573489	ERS185368	ERX162524	ERR187781	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	6f8be51884c2c57125ce8819e6a4ac2d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187781/ERR187781.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00110.2.MI_120126_7_1.fastq.gz	HG00110
PRJEB3365	SAMEA1573301	ERS185116	ERX162272	ERR187782	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	6a7cc3e24e7aea50dbe1118fc079a10e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187782/ERR187782.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20538.3.MI_120120_4_1.fastq.gz	NA20538
PRJEB3365	SAMEA1573122	ERS185345	ERX162501	ERR187783	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	ed56417bcb75ead359a18b49722f37a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187783/ERR187783.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18520.1.MI_120104_1_1.fastq.gz	NA18520
PRJEB3365	SAMEA1573259	ERS185056	ERX162212	ERR187784	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b944522b5ccefd9b21bcf371a0550c5b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187784/ERR187784.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00382.4.MI_120524_1_1.fastq.gz	HG00382
PRJEB3365	SAMEA1573188	ERS185188	ERX162344	ERR187785	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d9f058056cfdafc45a679da387b13c79	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187785/ERR187785.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20518.4.MI_120208_5_1.fastq.gz	NA20518
PRJEB3365	SAMEA1573199	ERS185335	ERX162491	ERR187786	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	209da75976ba0a3366a4c864fbb31b41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187786/ERR187786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00244.5.MI_120327_7_1.fastq.gz	HG00244
PRJEB3365	SAMEA1573105	ERS185093	ERX162249	ERR187787	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	c16a63b01e2d11098cd185157c7beee2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187787/ERR187787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19190.4.MI_120208_5_1.fastq.gz	NA19190
PRJEB3365	SAMEA1573126	ERS185267	ERX162423	ERR187788	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	6243737bf36b23722d8c4645d127bbe6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187788/ERR187788.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19137.1.MI_120104_2_1.fastq.gz	NA19137
PRJEB3365	SAMEA1573300	ERS185308	ERX162464	ERR187789	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	527a32cf60202927393799719530f584	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187789/ERR187789.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA07048.6.MI_120217_2_1.fastq.gz	NA07048
PRJEB3365	SAMEA1573219	ERS185446	ERX162602	ERR187790	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	517659055d03e9985946926ac2f2e89d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187790/ERR187790.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19204.1.MI_120104_3_1.fastq.gz	NA19204
PRJEB3365	SAMEA1573475	ERS185179	ERX162335	ERR187791	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	640d8652632b3ae509fceab9cdc256e3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187791/ERR187791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00138.5.MI_120327_5_1.fastq.gz	HG00138
PRJEB3365	SAMEA1573391	ERS185402	ERX162558	ERR187792	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	5c2a3e166dce3272999330881eaa95d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187792/ERR187792.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00119.2.MI_120126_7_1.fastq.gz	HG00119
PRJEB3365	SAMEA1573397	ERS185162	ERX162318	ERR187793	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	96a5abf9753705739d16026bc148cb20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187793/ERR187793.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00122.6.MI_120217_1_1.fastq.gz	HG00122
PRJEB3365	SAMEA1573229	ERS185199	ERX162355	ERR187794	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	4ef936cd59f5b91060b43db76e8576ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187794/ERR187794.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18910.3.MI_120120_4_1.fastq.gz	NA18910
PRJEB3365	SAMEA1573115	ERS185331	ERX162487	ERR187795	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d0ee52125d0e98534e8ea1d234a5b0b6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187795/ERR187795.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19146.5.MI_120327_5_1.fastq.gz	NA19146
PRJEB3365	SAMEA1573283	ERS185382	ERX162538	ERR187796	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	8893c5aa06438fa5078ab112d89bc357	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187796/ERR187796.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00343.1.MI_120104_2_1.fastq.gz	HG00343
PRJEB3365	SAMEA1573416	ERS185214	ERX162370	ERR187797	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	4e17892b24fdcf84ce69d88a983a76c6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187797/ERR187797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12829.7.MI_120224_2_1.fastq.gz	NA12829
